"","MSSubClass","MSZoning","LotArea","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
"22",2,2,0.7449,2,2,2,2,1,1,1,2,1.5,2,2,1.93,1.95,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.637,0.637,2,2,2,1.108,0,0,1.108,0,1,0,3,1,2,6,2,1,2,1.93,1,1,0.28,1.5,1.5,1,0,0,205,0,0,0,0,1.5,2.007,139400
"23",2,2,0.9742,2,2,2,2,2,1,1,2,1.5,3,1,2.002,2.002,2,2,2,2,1.5,2,1.5,1,1,0,1,0,1.777,1.777,2,2,2,1.795,0,0,1.795,0,2,0,3,1,2,7,2,1,2,2.002,1.5,2,0.534,1.5,1.5,2,0.171,0.159,0,0,0,0,0,2,2.008,230000
"24",2,2,0.4224,2,2,2,2,1,1,1,1.5,1.5,1,2,1.976,1.976,1,1,1,1.5,1.5,2,1.5,1,2,0.84,1,0,0.2,1.04,2,1.5,2,1.06,0,0,1.06,0,1,0,3,1,1.5,6,2,1,2,1.976,1,2,0.572,1.5,1.5,2,0.1,0.11,0,0,0,0,0,1.5,2.007,129900
"25",2,2,0.8246,2,2,2,2,2,1,1,2,1.5,1,3,1.968,2.001,2,2,1,1.5,2,1.5,1.5,2,2,0.188,2,0.668,0.204,1.06,2,2,2,1.06,0,0,1.06,0,1,0,3,1,2,6,2,1,2,1.968,1,1,0.27,1.5,1.5,2,0.406,0.09,0,0,0,0,0,1.5,2.01,154000
"26",2,2,1.423,2,2,2,2,2,1,1,2,1.5,3,1,2.007,2.007,2,2,2,2,1.5,2,1.5,1,1,0,1,0,1.566,1.566,2,2,2,1.6,0,0,1.6,0,2,0,3,1,2,7,2,1,2,2.007,1.5,3,0.89,1.5,1.5,2,0,0.056,0,0,0,0,0,2,2.009,256300
"27",2,2,0.72,2,2,2,2,1,1,1,2,1.5,1,2,1.951,2,1,1,1,1.5,1.5,1.5,1.5,2,2,0.234,2,0.486,0.18,0.9,2,1.5,2,0.9,0,0,0.9,1,1,0,3,1,2,5,2,0,2,2.005,1,2,0.576,1.5,1.5,2,0.222,0.032,0,0,0,0,0,1.5,2.01,134800
"28",2,2,1.1478,2,2,2,2,2,1,1,2,1.5,3,1,2.007,2.008,2,2,2,2,1.5,2,1.5,1,2,1.218,1,0,0.486,1.704,2,2,2,1.704,0,0,1.704,0,2,0,3,1,2,7,2,1,2,2.008,1.5,3,0.772,1.5,1.5,2,0,0.05,0,0,0,0,0,1.5,2.01,306000
"29",2,2,1.6321,2,2,3,2,1,1,1,2,1.5,1,2,1.957,1.997,1,1,1,1.5,1.5,1.5,1.5,3,2,1.277,1,0,0.207,1.484,2,1.5,2,1.6,0,0,1.6,0,1,0,2,1,1.5,6,2,2,2,1.957,1.5,1,0.319,1.5,1.5,2,0.288,0.258,0,0,0,0,0,1.5,2.006,207500
"30",1,2,0.6324,2,2,2,2,2,1,0,2,1.5,1,2,1.927,1.95,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.52,0.52,2,1.5,1,0.52,0,0,0.52,0,1,0,1,1,1.5,4,2,0,2,1.92,1,1,0.24,1.5,1.5,2,0.049,0,87,0,0,0,0,1.5,2.008,68500
"31",1,2,0.85,2,2,2,2,1,1,1,2,2,1,1,1.92,1.95,2,2,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.649,0.649,2,1.5,1,0.649,0.668,0,1.317,0,1,0,3,1,1.5,6,2,0,2,1.92,1,1,0.25,1.5,1.5,1,0,0.054,172,0,0,0,0,2,2.008,40000
"32",2,2,0.8544,2,2,3,2,2,1,1,2,1.5,1,2,1.966,2.006,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,1.228,1.228,2,2,2,1.228,0,0,1.228,0,1,1,3,1,2,6,2,0,2,1.966,1,1,0.271,1.5,1.5,2,0,0.065,0,0,0,0,0,1.5,2.008,149350
"33",2,2,1.1049,2,2,2,2,2,1,1,2,1.5,3,1,2.007,2.007,2,2,1,2,1.5,2,1.5,2,1,0,1,0,1.234,1.234,2,2,2,1.234,0,0,1.234,0,2,0,3,1,2,7,2,0,2,2.007,1.5,2,0.484,1.5,1.5,2,0,0.03,0,0,0,0,0,1,2.008,179900
"34",2,2,1.0552,2,2,2,2,1,1,1,2,1.5,1,1,1.959,1.959,2,2,1,1.5,1.5,1.5,1.5,1,2,1.018,1,0,0.38,1.398,2,2,2,1.7,0,0,1.7,1,1,1,4,1,2,6,2,1,2,1.959,1.5,2,0.447,1.5,1.5,2,0,0.038,0,0,0,0,0,1.5,2.01,165500
"35",2,2,0.7313,2,2,2,2,2,1,1,1.5,1.5,3,1,2.005,2.005,1,1,2,2,1.5,2,1.5,1,2,1.153,1,0,0.408,1.561,2,2,2,1.561,0,0,1.561,0,2,0,2,1,2,6,2,1,2,2.005,2,2,0.556,1.5,1.5,2,0.203,0.047,0,0,0,0,0,2,2.007,277500
"36",2,2,1.3418,2,2,2,2,2,1,1,2,2,3,1,2.004,2.005,2,2,2,2,1.5,2,1.5,2,1,0,1,0,1.117,1.117,2,2,2,1.132,1.32,0,2.452,0,3,1,4,1,2,9,2,1,2,2.004,2,3,0.691,1.5,1.5,2,0.113,0.032,0,0,0,0,0,2,2.006,309000
"37",2,2,1.0859,2,2,2,2,2,1,1,2,1.5,1,1,1.994,1.995,2,2,1,1.5,1.5,2,1.5,1,1,0,1,0,1.097,1.097,2,2,2,1.097,0,0,1.097,0,1,1,3,1,1.5,6,2,0,2,1.995,1,2,0.672,1.5,1.5,2,0.392,0.064,0,0,0,0,0,1.5,2.009,145000
"38",2,2,0.8532,2,2,2,2,1,1,1,2,1.5,1,2,1.954,1.99,1,1,2,1.5,1.5,1.5,1.5,1,2,1.213,1,0,0.084,1.297,2,2,2,1.297,0,0,1.297,1,1,0,3,1,1.5,5,2,1,2,1.954,2,2,0.498,1.5,1.5,2,0,0,0,0,0,0,0,1.5,2.009,153000
"39",2,2,0.7922,2,2,2,2,1,1,1,2,1.5,1,2,1.953,2.007,2,2,1,1.5,2,1.5,1.5,1,2,0.731,1,0,0.326,1.057,2,1.5,2,1.057,0,0,1.057,0,1,0,3,1,2,5,2,0,2,1.953,1,1,0.246,1.5,1.5,2,0,0.052,0,0,0,0,0,1,2.01,109000
"40",2,2,0.604,2,2,2,2,1,1,1,1.5,1.5,1,1,1.955,1.955,2,2,1,1.5,1.5,1.5,1,1,1,0,1,0,0,0,2,1.5,1,1.152,0,0,1.152,0,2,0,2,2,1.5,6,2,0,1,1.98,1,0,0,1,1,1,0,0,0,0,0,0,0,1.5,2.008,82000
"41",2,2,0.8658,2,2,2,2,1,1,1,2,1.5,2,1,1.965,1.965,1,1,2,1.5,1.5,1.5,1.5,1,2,0.643,1,0,0.445,1.088,2,2,2,1.324,0,0,1.324,0,2,0,3,1,1.5,6,2,1,2,1.965,1.5,2,0.44,1.5,1.5,2,0,0.138,0,0,0,0,0,1.5,2.006,160000
"42",2,2,1.6905,2,2,2,2,1,1,1,2,1.5,1,2,1.959,1.959,2,2,1,1.5,2,1.5,1.5,3,2,0.967,1,0,0.383,1.35,2,2,2,1.328,0,0,1.328,1,1,1,2,1,1.5,5,2,2,2,1.959,1.5,1,0.308,1.5,1.5,1.5,0,0.104,0,0,0,0,0,2,2.007,170000
"43",2,2,0.918,2,2,3,2,1,1,1,2,1,1,2,1.983,1.983,1,1,1,1.5,1.5,2,1.5,2,2,0.747,1,0.093,0,0.84,2,2,2,0.884,0,0,0.884,0,1,0,2,1,2,5,2,0,2,1.983,1.5,2,0.504,1.5,2,2,0.24,0,0,0,0,0,0,1.5,2.007,144000
"44",2,2,0.92,2,2,3,2,2,1,1,2,1.5,1,2,1.975,1.98,2,2,1,1.5,1.5,2,1.5,2,1,0.28,2,0.491,0.167,0.938,2,1.5,2,0.938,0,0,0.938,0,1,0,3,1,1.5,5,2,0,2,1.977,1,1,0.308,1.5,1.5,2,0.145,0,0,0,0,0,0,2,2.008,130250
"45",2,2,0.7945,2,2,2,2,1,1,1,2,1.5,1,2,1.959,1.959,2,1,1,1.5,1.5,1.5,1.5,1,2,0.179,2,0.506,0.465,1.15,2,2,2,1.15,0,0,1.15,0,1,0,3,1,1.5,6,2,0,2,1.959,1.5,1,0.3,1.5,1.5,2,0,0,0,0,0,0,0,1.5,2.006,141000
"46",2,2,0.7658,2,2,2,2,2,1,1,1.5,1.5,3,1,2.005,2.005,1,1,2,2,1.5,2,1.5,1,2,0.456,1,0,1.296,1.752,2,2,2,1.752,0,0,1.752,0,2,0,2,1,2,6,2,1,2,2.005,1.5,2,0.576,1.5,1.5,2,0.196,0.082,0,0,0,0,0,1,2.01,319900
"47",2,2,1.2822,2,2,3,2,2,1,1,2,1.5,2,1,2.003,2.003,2,2,1,2,1.5,2,1.5,1,2,1.351,1,0,0.083,1.434,2,2,2,1.518,0.631,0,2.149,0,1,1,1,1,2,6,2,1,2,2.003,1.5,2,0.67,1.5,1.5,2,0.168,0.043,0,0,0.198,0,0,2,2.009,239686
"48",2,1,1.1096,2,2,2,2,2,1,1,2,1.5,3,1,2.006,2.006,2,2,1,2,1.5,2,1.5,2,2,0.024,1,0,1.632,1.656,2,2,2,1.656,0,0,1.656,0,2,0,3,1,2,7,2,0,2,2.006,1.5,3,0.826,1.5,1.5,2,0,0.146,0,0,0,0,0,2,2.007,249700
"49",2,2,0.4456,2,2,2,2,2,1,1,1.5,2,1,1,1.92,2.008,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.736,0.736,2,2,2,0.736,0.716,0,1.452,0,2,0,2,3,1.5,8,2,0,1,1.98,1,0,0,1,1,1,0,0,102,0,0,0,0,1.5,2.009,113000
"50",2,2,0.7742,2,2,2,2,2,1,1,2,1.5,1,2,1.966,1.966,1,1,1,1.5,1.5,1.5,1.5,1,2,0.763,1,0,0.192,0.955,2,2,2,0.955,0,0,0.955,0,1,0,3,1,1.5,6,2,0,2,1.966,1,1,0.386,1.5,1.5,2,0,0,0,0,0,0,0,1,2.007,127000
"51",2,2,1.3869,2,2,2,2,1,1,1,2,2,2,2,1.997,1.997,2,2,1,1.5,1.5,2,1.5,2,2,0.182,1,0,0.612,0.794,2,2,2,0.794,0.676,0,1.47,1,2,0,3,1,1.5,6,2,0,2,1.997,2,2,0.388,1.5,1.5,2,0,0.075,0,0,0,0,0,2,2.007,177000
"52",2,2,0.624,2,2,2,2,2,1,1,2,1.5,2,2,1.934,1.95,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.816,0.816,2,1.5,2,0.816,0,0.36,1.176,0,1,0,3,1,1.5,6,2,1,2,1.985,1,2,0.528,1.5,1.5,2,0.112,0,0,0,0,0,0.4,2,2.006,114500
"53",2,2,0.8472,2,2,2,2,1,0,1,1.5,1.5,1,1,1.963,1.963,1,1,1,1.5,1.5,2,1.5,3,1,0.104,2,0.712,0,0.816,2,1.5,1,0.816,0,0,0.816,0,1,0,2,1,1.5,5,2,0,1.5,1.963,1,2,0.516,1.5,1.5,2,0.106,0,0,0,0,0,0,1.5,2.01,110000
"54",2,2,5.0271,1,2,2,2,2,1,1,2,1.5,3,1,1.981,1.987,1,1,1,2,1.5,2,1.5,3,2,1.81,1,0,0.032,1.842,2,2,2,1.842,0,0,1.842,0,0,1,0,1,2,5,2,1,2,1.981,2,3,0.894,1.5,1.5,2,0.857,0.072,0,0,0,0,0,1.5,2.006,385000
"55",2,2,0.7134,2,2,2,2,1,1,1,2,1,1,1,1.955,1.955,1,1,1,1.5,1.5,1.5,1.5,1,2,0.384,1,0,0,0.384,2,1.5,2,1.36,0,0,1.36,0,1,0,3,1,1.5,6,2,1,2,1.962,1,2,0.572,1.5,1.5,2,0,0.05,0,0,0,0,0,1,2.007,130000
"56",2,2,1.0175,2,2,2,2,1,1,1,2,1.5,2,1,1.964,1.964,1,2,2,1.5,1.5,1.5,1.5,1,2,0.49,1,0,0.935,1.425,2,2,2,1.425,0,0,1.425,0,2,0,3,1,1.5,7,2,1,2,1.964,1.5,2,0.576,1.5,1.5,2,0,0,0,0.407,0,0,0,2,2.008,180500
"57",2,1,0.2645,2,2,2,2,2,1,1,1,2,3,1,1.999,2,1,1,2,2,1.5,2,1.5,1,2,0.649,1,0,0.321,0.97,2,2,2,0.983,0.756,0,1.739,0,2,1,3,1,2,7,2,0,2,1.999,2,2,0.48,1.5,1.5,2,0.115,0,0,0,0,0,0,2,2.009,172500
"58",2,2,1.1645,2,2,2,2,2,1,1,2,2,2,1,2.004,2.004,2,2,1,2,1.5,2,1.5,1,1,0,1,0,0.86,0.86,2,2,2,0.86,0.86,0,1.72,0,2,1,3,1,2,7,2,0,2,2.004,1.5,2,0.565,1.5,1.5,2,0,0.07,0,0,0,0,0,2,2.006,196500
"59",2,2,1.3682,2,2,3,2,1,1,1,2,2,3,1,2.006,2.006,2,2,2,2,1.5,2,1.5,3,1,0,1,0,1.41,1.41,2,2,2,1.426,1.519,0,2.945,0,3,1,3,1,2,10,2,1,2,2.006,2,3,0.641,1.5,1.5,2,0.192,0,37,0,0,0,0,1.5,2.006,438780
"60",2,2,0.72,2,2,2,2,2,1,1,2,1.5,1,2,1.972,1.972,1,1,1,1.5,1.5,1.5,1.5,2,2,0.632,1,0,0.148,0.78,2,2,2,0.78,0,0,0.78,0,1,0,2,1,1.5,4,2,0,2,1.973,1,1,0.352,1.5,1.5,2,0.196,0,0,0,0,0,0,1,2.008,124900
"61",2,2,1.3072,2,2,2,2,1,0,1,2,1.5,2,1,2.004,2.004,2,2,1,1.5,1.5,2,1.5,1,2,0.941,1,0,0.217,1.158,2,2,2,1.158,0,0,1.158,0,1,1,3,1,2,5,2,0,2,2.006,1,2,0.576,1.5,1.5,2,0,0.05,0,0,0,0,0,1.5,2.006,158000
"62",2,2,0.72,2,2,2,2,1,1,1,2,2,1,2,1.92,1.996,1,1,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.53,0.53,2,1.5,1,0.581,0.53,0,1.111,0,1,0,3,1,1.5,6,2,0,2,1.935,1,1,0.288,1.5,1.5,1,0,0,144,0,0,0,0,1,2.007,101000
"63",2,2,0.6442,2,2,2,2,2,1,1,1.5,1.5,3,1,2.006,2.006,2,2,2,2,1.5,2,2,2,2,0.024,1,0,1.346,1.37,2,2,2,1.37,0,0,1.37,0,2,0,2,1,2,6,2,1,2,2.006,1.5,2,0.484,1.5,1.5,2,0.12,0.049,0,0,0,0,0,1.5,2.007,202500
"64",1,2,1.03,2,2,2,2,2,0,1,2,2,2,2,1.921,1.95,2,2,1,1.5,1.5,1.5,1.5,1,1,0,1,0,0.576,0.576,2,2,2,0.902,0.808,0,1.71,0,2,0,3,1,1.5,9,2,0,2,1.99,1,2,0.48,1.5,1.5,2,0.012,0.011,64,0,0,0,0,1.5,2.01,140000
"65",2,2,0.9375,2,2,2,2,2,1,1,2,2,2,1,1.997,1.998,2,2,2,1.5,1.5,2,1.5,1,2,0.739,1,0,0.318,1.057,2,2,2,1.057,0.977,0,2.034,0,2,1,3,1,2,8,2,0,2,1.998,1.5,2,0.645,1.5,1.5,2,0.576,0.036,0,0,0,0,0,1,2.009,219500
"66",2,2,0.9591,2,2,2,2,2,1,1,2,2,3,1,2.004,2.005,2,2,2,2,1.5,2,1.5,2,1,0,1,0,1.143,1.143,2,2,2,1.143,1.33,0,2.473,0,2,1,4,1,2,9,2,1,2,2.004,1.5,3,0.852,1.5,1.5,2,0.192,0.151,0,0,0,0,0,1.5,2.007,317000
"67",2,2,1.99,2,2,2,2,1,2,1,2,1.5,2,1,1.97,1.989,2,2,2,1.5,1.5,2,1.5,3,2,0.912,1,0,1.035,1.947,2,1.5,2,2.207,0,0,2.207,0,2,0,3,1,1.5,7,2,1,2,1.97,1.5,2,0.576,1.5,1.5,2,0.301,0,0,0,0,0,0,2,2.01,180000
"68",2,2,1.0665,2,2,2,2,2,1,1,2,1.5,2,1,2.003,2.003,2,2,2,2,1.5,2,1.5,2,2,1.013,1,0,0.44,1.453,2,2,2,1.479,0,0,1.479,0,2,0,3,1,2,7,2,0,2,2.003,1.5,2,0.558,1.5,1.5,2,0.144,0.029,0,0,0,0,0,1.5,2.007,226000
"69",1,2,0.4608,2,2,2,2,2,1,1,2,1.5,1,2,1.945,1.95,1,1,1,1.5,2,1.5,1.5,1,1,0,1,0,0.747,0.747,2,1.5,2,0.747,0,0,0.747,0,1,0,2,1,1.5,4,2,0,2,1.945,1,1,0.22,1.5,1.5,2,0,0,0,0,0,0,0,1.5,2.01,80000
"70",2,2,1.5593,2,2,2,2,1,1,1,2,1.5,2,1,1.953,1.953,2,2,1,2,1.5,1.5,1.5,1,2,0.603,1,0,0.701,1.304,2,1.5,2,1.304,0.983,0,2.287,0,2,0,3,1,1.5,7,2,1,2,1.953,2,2,0.667,1.5,1.5,2,0,0.021,114,0,0,0,0,2,2.006,225000
"71",2,2,1.3651,2,2,2,2,1,1,1,2,1.5,2,2,1.973,1.973,2,2,2,1.5,2,2,1.5,3,2,1.88,1,0,0.343,2.223,2,2,2,2.223,0,0,2.223,0,2,0,3,1,1.5,8,2,2,2,1.973,2,2,0.516,1.5,1.5,2,0.3,0,0,0,0,0,0,1,2.007,244000
"72",2,2,0.7599,2,2,2,2,2,1,1,2,1.5,1,2,1.982,2.006,1,2,1,1.5,1.5,1.5,1.5,1,2,0.565,1,0,0.28,0.845,2,1.5,2,0.845,0,0,0.845,0,1,0,2,1,1.5,4,2,0,2,1.987,1,2,0.36,1.5,1.5,2,0,0,0,0,0,0,0,1.5,2.007,129500
"73",2,2,1.0141,2,2,2,2,1,1,1,2,2,2,1,1.998,1.998,2,2,2,1.5,1.5,2,1.5,1,1,0,1,0,0.832,0.832,2,2,2,0.885,0.833,0,1.718,0,2,1,3,1,1.5,7,2,1,2,1.998,2,2,0.427,1.5,1.5,2,0,0.094,0,0,0.291,0,0,1.5,2.009,185000
"74",2,2,1.02,2,2,2,2,1,1,1,2,1.5,1,2,1.954,2.003,1,1,2,1.5,1.5,1.5,1.5,1,2,0.32,2,0.362,0.404,1.086,2,2,2,1.086,0,0,1.086,0,1,0,3,1,1.5,6,2,0,2,1.989,1,2,0.49,1.5,1.5,2,0,0,0,0,0,0,0,1.5,2.01,144900
"75",2,2,0.579,2,2,2,2,2,1,1,2,2,1,2,1.915,1.95,2,2,1,2,2,1.5,1.5,1,1,0,1,0,0.84,0.84,2,2,1,0.84,0.765,0,1.605,0,2,0,3,2,1.5,8,2,0,2,1.915,1,1,0.379,1.5,1.5,2,0,0,202,0,0,0,0,1.5,2.01,107400
